1.36955e+06	0.00832078	
1.36955e+06	0.0101319	
1.36955e+06	0.0116179	
1.36955e+06	0.0127675	
1.36955e+06	0.0136121	
1.36955e+06	0.0142084	
1.36955e+06	0.0146113	
1.36956e+06	0.0148506	
1.36956e+06	0.0149189	
1.36956e+06	0.0147756	
1.36956e+06	0.014361	
1.36956e+06	0.0136137	
1.36956e+06	0.0124882	
1.36956e+06	0.0109685	
1.36956e+06	0.00907708	
1.36956e+06	0.00687342	
1.36956e+06	0.00444206	
1.36957e+06	0.00187104	
1.36957e+06	-0.000769622	
1.36957e+06	-0.00343844	
1.36957e+06	-0.00611481	
1.36957e+06	-0.00877473	
1.36957e+06	-0.01136	
1.36957e+06	-0.0137554	
1.36957e+06	-0.0157861	
1.36957e+06	-0.0172441	
1.36957e+06	-0.0179379	
1.36958e+06	-0.0177557	
1.36958e+06	-0.0167171	
1.36958e+06	-0.0149958	
1.36958e+06	-0.0128967	
1.36958e+06	-0.0107918	
1.36958e+06	-0.00903004	
1.36958e+06	-0.00784763	
1.36958e+06	-0.007306	
1.36958e+06	-0.00727428	
1.36958e+06	-0.00746016	
1.36959e+06	-0.00747889	
1.36959e+06	-0.00694199	
1.36959e+06	-0.00554572	
1.36959e+06	-0.00314243	
1.36959e+06	0.000217765	
1.36959e+06	0.00428274	
1.36959e+06	0.00863385	
1.36959e+06	0.0127552	
1.36959e+06	0.0161231	
1.36959e+06	0.0182973	
1.3696e+06	0.0189984	
1.3696e+06	0.0181606	
1.3696e+06	0.0159497	
1.3696e+06	0.012744	
1.3696e+06	0.0090744	
1.3696e+06	0.0055311	
1.3696e+06	0.00265141	
1.3696e+06	0.000814437	
1.3696e+06	0.00016866	
1.3696e+06	0.000611704	
1.36961e+06	0.00182625	
1.36961e+06	0.00336097	
1.36961e+06	0.00473562	
1.36961e+06	0.00554685	
1.36961e+06	0.00555288	
1.36961e+06	0.00471915	
1.36961e+06	0.00321319	
1.36961e+06	0.00134784	
1.36961e+06	-0.000514528	
1.36961e+06	-0.00206972	
1.36962e+06	-0.00315761	
1.36962e+06	-0.00379774	
1.36962e+06	-0.00416362	
1.36962e+06	-0.00450668	
1.36962e+06	-0.00505835	
1.36962e+06	-0.00594444	
1.36962e+06	-0.00713896	
1.36962e+06	-0.00846844	
1.36962e+06	-0.00966165	
1.36962e+06	-0.010428	
1.36963e+06	-0.0105431	
1.36963e+06	-0.00991915	
1.36963e+06	-0.00864101	
1.36963e+06	-0.00695626	
1.36963e+06	-0.00521832	
1.36963e+06	-0.00379644	
1.36963e+06	-0.00297725	
1.36963e+06	-0.00288706	
1.36963e+06	-0.0034581	
