1.36955e+06	1.37755e+06	
1.99043e+06	1.99843e+06	
2.00121e+06	2.00921e+06	
2.03721e+06	2.04521e+06	
2.0592e+06	2.0672e+06	
2.10977e+06	2.11776e+06	
2.11634e+06	2.12434e+06	
2.12307e+06	2.13107e+06	
2.14844e+06	2.15644e+06	
2.17651e+06	2.18451e+06	
2.18548e+06	2.19348e+06	
2.20021e+06	2.20821e+06	
2.28291e+06	2.29091e+06	
2.36818e+06	2.37618e+06	
2.48405e+06	2.49204e+06	
2.63505e+06	2.64305e+06	
2.74797e+06	2.75597e+06	
3.34349e+06	3.35149e+06	
4.06596e+06	4.07396e+06	
4.06899e+06	4.07698e+06	
4.1246e+06	4.1326e+06	
5.33636e+06	5.34436e+06	
6.07035e+06	6.07835e+06	
6.53776e+06	6.54575e+06	
6.70318e+06	6.71118e+06	
6.86745e+06	6.87545e+06	
7.11629e+06	7.12429e+06	
7.36445e+06	7.37245e+06	
7.62007e+06	7.62807e+06	
7.62226e+06	7.63026e+06	
8.33469e+06	8.34268e+06	
8.52541e+06	8.53341e+06	
8.77391e+06	8.78191e+06	
9.02239e+06	9.03039e+06	
9.41253e+06	9.42052e+06	
9.60265e+06	9.61065e+06	
9.85114e+06	9.85913e+06	
1.00996e+07	1.01076e+07	
1.0494e+07	1.0502e+07	
1.06846e+07	1.06926e+07	
1.09335e+07	1.09415e+07	
1.11817e+07	1.11897e+07	
1.15968e+07	1.16048e+07	
1.1786e+07	1.1794e+07	
1.20345e+07	1.20425e+07	
1.22831e+07	1.22911e+07	
1.23756e+07	1.23836e+07	
1.28644e+07	1.28724e+07	
1.31129e+07	1.31209e+07	
1.33615e+07	1.33695e+07	
1.37727e+07	1.37807e+07	
1.39609e+07	1.39689e+07	
1.42097e+07	1.42177e+07	
1.44579e+07	1.44659e+07	
1.50552e+07	1.50632e+07	
1.53037e+07	1.53116e+07	
1.55522e+07	1.55602e+07	
1.59474e+07	1.59554e+07	
1.61305e+07	1.61385e+07	
1.63791e+07	1.63871e+07	
1.66275e+07	1.66355e+07	
1.72008e+07	1.72088e+07	
1.74493e+07	1.74573e+07	
1.76978e+07	1.77058e+07	
1.77355e+07	1.77435e+07	
1.80523e+07	1.80603e+07	
1.80559e+07	1.80639e+07	
1.80878e+07	1.80958e+07	
1.80961e+07	1.81041e+07	
1.81149e+07	1.81229e+07	
1.82203e+07	1.82283e+07	
1.82301e+07	1.82381e+07	
1.82396e+07	1.82476e+07	
1.82426e+07	1.82506e+07	
1.82426e+07	1.82506e+07	
1.82457e+07	1.82537e+07	
1.82468e+07	1.82548e+07	
1.82511e+07	1.82591e+07	
1.84056e+07	1.84136e+07	
1.84156e+07	1.84236e+07	

