5.04422e+06	5.05222e+06	210.192	3.00012	
5.05372e+06	5.06172e+06	210.588	42.9056	
5.06839e+06	5.07638e+06	211.199	40.7557	
5.13361e+06	5.1416e+06	213.917	139.564	
5.15944e+06	5.16743e+06	214.993	136.487	
5.17797e+06	5.18597e+06	215.765	134.764	
5.19288e+06	5.20088e+06	216.387	128.863	
5.26103e+06	5.26903e+06	219.226	143.977	
5.33345e+06	5.34144e+06	222.244	128.022	
5.52928e+06	5.53728e+06	230.403	14.9822	
5.5839e+06	5.5919e+06	232.679	54.2924	
5.60937e+06	5.61737e+06	233.74	51.3993	
5.62782e+06	5.63582e+06	234.509	50.2995	
5.64235e+06	5.65035e+06	235.115	48.1007	
5.70773e+06	5.71572e+06	237.839	242.695	
5.73512e+06	5.74312e+06	238.98	242.224	
5.75361e+06	5.7616e+06	239.75	238.522	
5.7685e+06	5.7765e+06	240.371	233.364	
5.83505e+06	5.84305e+06	243.144	255.766	
5.90912e+06	5.91712e+06	246.23	249.375	
6.12569e+06	6.13369e+06	255.254	3.20618	
