3923	11921	0.180083	9.23179	
13895	21893	0.595583	6.70888	
39051	47049	1.64375	8.48608	
77787	85785	3.25775	4.47841	
89793	97791	3.758	9.25167	
113649	121647	4.752	58.2661	
150051	158049	6.26875	41.6414	
172186	180184	7.19104	32.9505	
230685	238683	9.6285	23.2876	
240345	248343	10.031	14.0018	
310480	318478	12.9533	4.12914	
322394	330392	13.4497	24.0884	
337450	345448	14.077	7.84154	
339359	347357	14.1566	3.01326	
350919	358917	14.6382	5.08777	
479377	487375	19.9907	17.4455	
503183	511181	20.9826	5.456	
509531	517529	21.2471	3.01137	
510062	518060	21.2692	3.27638	
558026	566024	23.2677	3.13954	
574634	582632	23.9597	4.60699	
593512	601510	24.7463	4.57513	
600883	608881	25.0534	22.2769	
629852	637850	26.2605	8.93785	
685559	693557	28.5816	6.33363	
700073	708071	29.1863	7.56448	
754345	762343	31.4477	10.8823	
777051	785049	32.3937	4.17952	
789854	797852	32.9272	7.45337	
820445	828443	34.2018	10.5177	
920428	928426	38.3678	684.247	
945889	953887	39.4287	650.817	
964446	972444	40.2019	619.549	
1.04646e+06	1.05446e+06	43.6192	2079.97	
1.07229e+06	1.08029e+06	44.6955	2075.47	
1.09081e+06	1.09881e+06	45.4672	2066.53	
1.17396e+06	1.18196e+06	48.9318	2057.29	
1.24639e+06	1.25439e+06	51.9496	2057.14	
1.40373e+06	1.41172e+06	58.5052	8.45967	
1.41114e+06	1.41914e+06	58.8143	3.15071	
1.42418e+06	1.43218e+06	59.3575	3.00435	
1.4242e+06	1.43219e+06	59.3581	3.00008	
1.42669e+06	1.43469e+06	59.462	3.70182	
1.50777e+06	1.51577e+06	62.8402	118.297	
1.53323e+06	1.54122e+06	63.901	108.307	
1.55151e+06	1.55951e+06	64.6629	105.257	
1.5662e+06	1.5742e+06	65.2749	102.708	
1.63161e+06	1.63961e+06	68.0004	350.029	
1.65737e+06	1.66537e+06	69.0737	336.026	
1.67605e+06	1.68405e+06	69.852	329.913	
1.69096e+06	1.69896e+06	70.4732	329.542	
1.76113e+06	1.76913e+06	73.3971	357.645	
1.83308e+06	1.84108e+06	76.3951	350.074	
2.05777e+06	2.06577e+06	85.7571	24.919	
2.08324e+06	2.09124e+06	86.8184	22.265	
2.10172e+06	2.10972e+06	87.5883	21.6483	
2.11637e+06	2.12436e+06	88.1985	20.8736	
2.12932e+06	2.13732e+06	88.7382	20.5758	
2.18168e+06	2.18968e+06	90.92	67.2403	
2.20771e+06	2.21571e+06	92.0046	65.8613	
2.22637e+06	2.23437e+06	92.7822	63.8361	
2.25435e+06	2.26235e+06	93.9478	63.7683	
2.30915e+06	2.31715e+06	96.2312	70.5232	
2.35768e+06	2.36568e+06	98.2533	61.5643	
2.38159e+06	2.38959e+06	99.2497	66.754	
2.54168e+06	2.54968e+06	105.92	9.46818	
2.56821e+06	2.57621e+06	107.025	18.2047	
2.60418e+06	2.61218e+06	108.524	257.917	
2.62969e+06	2.63769e+06	109.587	240.078	
2.64795e+06	2.65595e+06	110.348	235.511	
2.72942e+06	2.73741e+06	113.742	697.232	
2.75517e+06	2.76317e+06	114.815	698.499	
2.77366e+06	2.78166e+06	115.586	685.082	
2.85744e+06	2.86544e+06	119.077	701.837	
2.92952e+06	2.93752e+06	122.08	699.88	
3.11895e+06	3.12694e+06	129.973	15.3235	
3.19458e+06	3.20257e+06	133.124	144.569	
3.22032e+06	3.22832e+06	134.197	132.191	
3.2386e+06	3.2466e+06	134.958	130.39	
3.25327e+06	3.26127e+06	135.57	127.538	
3.31842e+06	3.32642e+06	138.284	565.24	
3.34418e+06	3.35218e+06	139.358	540.853	
3.36269e+06	3.37069e+06	140.129	523.716	
3.44579e+06	3.45379e+06	143.591	557.339	
3.52036e+06	3.52835e+06	146.698	540.737	
3.7177e+06	3.7257e+06	154.921	3.82151	
3.74501e+06	3.75301e+06	156.059	6.41568	
3.80365e+06	3.81165e+06	158.502	66.9142	
3.82911e+06	3.83711e+06	159.563	63.6706	
3.84738e+06	3.85537e+06	160.324	61.484	
3.86204e+06	3.87004e+06	160.935	59.0228	
3.92744e+06	3.93544e+06	163.66	276.66	
3.95322e+06	3.96121e+06	164.734	250.446	
3.97311e+06	3.98111e+06	165.563	233.949	
3.988e+06	3.99599e+06	166.183	245.298	
4.05683e+06	4.06482e+06	169.051	269.529	
4.12921e+06	4.13721e+06	172.067	264.775	
4.33883e+06	4.34683e+06	180.801	6.57051	
4.35694e+06	4.36494e+06	181.556	12.5883	
4.41342e+06	4.42142e+06	183.909	167.759	
4.43888e+06	4.44688e+06	184.97	155.286	
4.45714e+06	4.46514e+06	185.731	150.88	
4.4718e+06	4.4798e+06	186.342	139.146	
4.53728e+06	4.54528e+06	189.07	536.399	
4.56449e+06	4.57249e+06	190.204	517.802	
4.58297e+06	4.59097e+06	190.974	532.046	
4.59784e+06	4.60584e+06	191.593	524.31	
4.66655e+06	4.67455e+06	194.456	548.676	
4.73851e+06	4.74651e+06	197.454	545.049	
5.00999e+06	5.01799e+06	208.766	48.5897	
5.03545e+06	5.04345e+06	209.827	45.5882	
