80117	-0.0261862	
80118	-0.0228211	
80119	-0.0198011	
80120	-0.0171783	
80121	-0.0149696	
80122	-0.013157	
80123	-0.0116889	
80124	-0.0104849	
80125	-0.0094419	
80126	-0.00844279	
80127	-0.00736575	
80128	-0.00609435	
80129	-0.00452708	
80130	-0.00258571	
80131	-0.000221758	
80132	0.00257953	
80133	0.00579783	
80134	0.00937921	
80135	0.01324	
80136	0.017273	
80137	0.0213543	
80138	0.0253523	
80139	0.0291353	
80140	0.0325797	
80141	0.0355769	
80142	0.0380386	
80143	0.0399011	
80144	0.0411272	
80145	0.0417067	
80146	0.0416553	
80147	0.0410115	
80148	0.0398328	
80149	0.0381909	
80150	0.0361666	
80151	0.0338446	
80152	0.0313084	
80153	0.0286369	
80154	0.0259005	
80155	0.023159	
80156	0.020461	
80157	0.0178426	
80158	0.0153286	
80159	0.0129336	
80160	0.0106629	
80161	0.0085146	
80162	0.00648126	
80163	0.00455171	
80164	0.00271265	
80165	0.000950252	
80166	-0.000748501	
80167	-0.0023947	
80168	-0.00399669	
80169	-0.00555951	
80170	-0.00708459	
80171	-0.00856973	
80172	-0.0100093	
80173	-0.0113945	
80174	-0.0127142	
80175	-0.0139557	
80176	-0.0151052	
80177	-0.0161494	
80178	-0.0170758	
80179	-0.0178742	
80180	-0.0185365	
80181	-0.0190579	
80182	-0.0194362	
80183	-0.0196721	
80184	-0.0197689	
80185	-0.0197313	
80186	-0.0195652	
80187	-0.019277	
80188	-0.0188726	
80189	-0.0183576	
80190	-0.0177367	
80191	-0.0170141	
80192	-0.0161937	
80193	-0.0152796	
80194	-0.0142769	
80195	-0.0131922	
80196	-0.0120343	
80197	-0.0108144	
80198	-0.0095464	
80199	-0.00824647	
80200	-0.00693292	
80201	-0.00562524	
80202	-0.00434311	
80203	-0.00310506	
80204	-0.00192716	
80205	-0.00082154	
80206	0.000204736	
80207	0.00115057	
80208	0.00202111	
80209	0.00282744	
80210	0.00358546	
80211	0.00431416	
80212	0.00503319	
80213	0.00576031	
80214	0.00650865	
80215	0.00728449	
80216	0.00808556	
80217	0.00890022	
80218	0.00970764	
80219	0.0104789	
80220	0.0111792	
